2.6829e-10,2.6164e-10,1.0732e-08,9.0719e-10,1.2306e-09,2.9594e-10,4.4813e-10
2.849e-10,3.0988e-10,2.3105e-09,1.1798e-09,9.8424e-10,2.9134e-10,3.5221e-10
2.6583e-10,2.781e-10,2.8967e-09,9.0178e-10,1.4689e-09,2.8933e-10,2.8543e-10
2.774e-10,2.9662e-10,1.1776e-09,1.0857e-09,1.2371e-09,2.8774e-10,3.9292e-10
2.7114e-10,3.4858e-10,9.3025e-10,1.382e-09,1.0132e-09,2.746e-10,5.3052e-10
2.6662e-10,2.7517e-10,1.3029e-09,1.1711e-09,1.5049e-09,2.8721e-10,4.3381e-10
2.5527e-10,2.851e-10,1.4028e-09,1.1061e-09,1.1978e-09,2.8164e-10,3.6258e-10
2.9302e-10,2.4587e-10,4.998e-09,1.0337e-09,8.7197e-10,2.3851e-10,5.5731e-10
2.6351e-10,2.6116e-10,4.7217e-09,7.8705e-10,8.5035e-10,2.6847e-10,4.5635e-10
2.49e-10,2.5574e-10,4.3853e-09,8.3407e-10,8.1264e-10,2.4626e-10,3.6316e-10
2.6044e-10,2.5562e-10,5.9649e-09,6.9072e-10,1.3375e-09,2.7258e-10,6.421e-10
2.6236e-10,2.4774e-10,8.9805e-10,7.2694e-10,1.0046e-09,2.8438e-10,4.0041e-10
3.0262e-10,2.541e-10,8.484e-10,7.246e-10,1.0639e-09,2.6601e-10,4.4566e-10
2.6534e-10,2.758e-10,1.0058e-09,6.2388e-10,8.7438e-10,2.6915e-10,4.5009e-10
2.8418e-10,3.0144e-10,7.9598e-10,1.2505e-09,9.5104e-10,2.9262e-10,5.1274e-10
3.0542e-10,2.5674e-10,1.3201e-09,1.1243e-09,1.0058e-09,2.4316e-10,5.1713e-10
2.8106e-10,2.788e-10,1.5693e-09,9.9839e-10,1.1102e-09,2.5627e-10,5.531e-10
2.5096e-10,2.8576e-10,1.2488e-09,1.0037e-09,8.7056e-10,2.6339e-10,5.6689e-10
2.406e-10,2.694e-10,1.3216e-09,1.0765e-09,1.0002e-09,3.2794e-10,6.5178e-10
